,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
820,Towards Data Confidentiality and Portability in Cloud Storage,"Design, User Experience, and Usability. User Experience Design for Diverse Interaction Platforms and Environments",,,,10.1007/978-3-319-07626-3_4,Ebtesam Ahmad AlomariMuhammad Mostafa Monowar,2014,http://link.springer.com/chapter/10.1007/978-3-319-07626-3_4,Chapter,"Cloud Computing ,Storage ,Confidentiality ,Portability "
821,Systematic Mapping Study of Architectural Trends in Latin America,Technology Trends,,,,10.1007/978-3-030-05532-5_23,Diana AlomotoAndrés CarreraGustavo Navas,2019,http://link.springer.com/chapter/10.1007/978-3-030-05532-5_23,Chapter,"Software architecture ,Systematic mapping study ,Latin America "
822,Exploring the Referral and Usage of Science Fiction in HCI Literature,"Design, User Experience, and Usability: Designing Interactions",,,,10.1007/978-3-319-91803-7_2,Philipp JordanOmar MubinMohammad ObaidPaula Alexandra Silva,2018,http://link.springer.com/chapter/10.1007/978-3-319-91803-7_2,Chapter,"Design fiction ,Future visions ,HCI inspiraton ,Popular culture in science ,Science fiction "
823,Multi-sensor Based Gestures Recognition with a Smart Finger Ring,Human-Computer Interaction. Advanced Interaction Modalities and Techniques,,,,10.1007/978-3-319-07230-2_31,Mehran RoshandelAarti MunjalPeyman MoghadamShahin TajikHamed Ketabdar,2014,http://link.springer.com/chapter/10.1007/978-3-319-07230-2_31,Chapter,"Human Computer Interaction (HCI) ,Touch less gestural interaction ,Wearable device ,Finger ring "
824,Towards a Middleware for Context-Aware Health Monitoring,Advances in Social Computing and Multiagent Systems,,,,10.1007/978-3-319-24804-2_2,Eduardo A. OliveiraFernando KochMichael KirleyCarlos Victor G. dos Passos Barros,2015,http://link.springer.com/chapter/10.1007/978-3-319-24804-2_2,Chapter,"Intelligent agent ,Context aware ,Health ,Middleware "
825,The European Strategy in Research Infrastructures and Open Science Cloud,Data Analytics and Management in Data Intensive Domains,,,,10.1007/978-3-319-57135-5_15,Konstantinos M. GiannoutakisDimitrios Tzovaras,2017,http://link.springer.com/chapter/10.1007/978-3-319-57135-5_15,Chapter,"Research infrastructures ,European open science cloud ,e-Infrastructures ,e-Infrastructure reflection group "
826,"Affective Learning: Principles, Technologies, Practice",Brain Function Assessment in Learning,,,,10.1007/978-3-319-67615-9_1,Panagiotis D. Bamidis,2017,http://link.springer.com/chapter/10.1007/978-3-319-67615-9_1,Chapter,"Emotion ,Learning ,Affective computing ,Affective learning ,Technology enhanced learning ,Self-regulation ,Scenario based learning ,Decision making ,Affective neuroscience ,Brain function ,Skill enhancement ,MOOC ,Bullying "
827,Mobile Application Development: How to Estimate the Effort?,Computational Science and Its Applications – ICCSA 2014,,,,10.1007/978-3-319-09156-3_5,Laudson Silva de SouzaGibeon Soares de Aquino,2014,http://link.springer.com/chapter/10.1007/978-3-319-09156-3_5,Chapter,"Software Engineering ,Software Quality ,Estimating Software ,Systematic Review ,Mobile Applications ,Mobile Computing "
828,Advances in Internet of Things (IoT) in Manufacturing,"Advances in Production Management Systems. The Path to Intelligent, Collaborative and Sustainable Manufacturing",,,,10.1007/978-3-319-66923-6_13,Rakshith BadarinathVittaldas V. Prabhu,2017,http://link.springer.com/chapter/10.1007/978-3-319-66923-6_13,Chapter,"Industrial Internet of Things (IIoT) ,Big data analytics ,Wireless sensor networks (WSN) ,Predictive maintenance ,Energy aware manufacturing ,SOA ,Smart manufacturing ,Industry 4.0 "
829,Agent Environments for Multi-agent Systems – A Research Roadmap,Agent Environments for Multi-Agent Systems IV,,,,10.1007/978-3-319-23850-0_1,Danny WeynsFabien Michel,2015,http://link.springer.com/chapter/10.1007/978-3-319-23850-0_1,Chapter,"Agent environment ,Multi-agent systems ,Middleware ,Large-Scale Systems ,Open systems ,Human in the loop "
830,Vision Based Gait Analysis for Frontal View Gait Sequences Using RGB Camera,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_3,Mario Nieto-HidalgoFrancisco Javier Ferrández-PastorRafael J. Valdivieso-SarabiaJerónimo Mora-PascualJuan Manuel García-Chamizo,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_3,Chapter,"Gait analysis ,Computer vision ,RGB camera ,Heel strike ,Toe off "
831,Insider Detection by Analyzing Process Behaviors of File Access,Advances in Parallel and Distributed Computing and Ubiquitous Services,,,,10.1007/978-981-10-0068-3_28,Xiaobin WangYongjun WangQiang LiuYonglin SunPeidai Xie,2016,http://link.springer.com/chapter/10.1007/978-981-10-0068-3_28,Chapter,"Information security ,Insider ,Insider detection ,Malware ,File access behaviors "
832,On-line Context Aware Physical Activity Recognition from the Accelerometer and Audio Sensors of Smartphones,Ambient Intelligence,,,,10.1007/978-3-319-14112-1_17,David BlachonDoruk CoşkunFrançois Portet,2014,http://link.springer.com/chapter/10.1007/978-3-319-14112-1_17,Chapter,"Data Science ,Sensing and Reasoning Technology "
833,Early Detection of Hypoglycemia Events Based on Biometric Sensors Prototyped on FPGAs,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_14,Soledad EscolarManuel J. AbaldeaJulio D. DondoFernando RincónJuan Carlos López,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_14,Chapter,"E-health platforms ,FPGAs ,Biometric sensors ,Continuous Glucose Monitoring ,Diabetes "
834,An Untraceable Identity-Based Blind Signature Scheme without Pairing for E-Cash Payment System,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-319-73423-1_7,Mahender KumarC. P. KattiP. C. Saxena,2018,http://link.springer.com/chapter/10.1007/978-3-319-73423-1_7,Chapter,"Blind signature ,Identity-based encryption ,Elliptic curve cryptography ,Non-forgeability ,Blindness "
835,Learning Multi-faceted Activities from Heterogeneous Data with the Product Space Hierarchical Dirichlet Processes,Trends and Applications in Knowledge Discovery and Data Mining,,,,10.1007/978-3-319-42996-0_11,Thanh-Binh NguyenVu NguyenSvetha VenkateshDinh Phung,2016,http://link.springer.com/chapter/10.1007/978-3-319-42996-0_11,Chapter,
836,Multiple Service Robot Synchronization and Control with Surveillance System Assistance for Confined Indoor Area Applications,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_102,Doug KimSangjin HongNammee Moon,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_102,Chapter,"Multiple robot synchronization ,Surveillance system coexistence ,Service robots ,Confined area navigation "
837,HMM Based Duration Control for Singing TTS,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_20,Najeeb Ullah KhanJung Chul Lee,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_20,Chapter,"Duration control ,HMM ,Singing TTS "
838,2D Barcode Localization Using Multiple Features Mixture Model,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_96,Myeongsuk PakSanghoon Kim,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_96,Chapter,"2D barcode ,Barcode localization "
839,A Proposal for Long-Term Gait Monitoring in Assisted Living Environments Based on an Inertial Sensor Infrastructure,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_31,Iván GonzálezJesús FontechaRamón HervásMercedes NaranjoJosé Bravo,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_31,Chapter,"Gait analysis ,Long-term gait monitoring ,IoT ,Assisted Living Environment ,Heel-strike estimation ,Trunk accelerations "
840,SenseX: Design and Deployment of a Pervasive Wellness Monitoring Platform for Workplaces,Service-Oriented Computing,,,,10.1007/978-3-662-48616-0_30,Rakshit WadhwaAmandeep ChughAbhishek KumarMridula SinghKuldeep YadavSharanya EswaranTridib Mukherjee,2015,http://link.springer.com/chapter/10.1007/978-3-662-48616-0_30,Chapter,"Mobile Phone ,Activity Recognition ,Mobile Service ,Mobile Sensor ,Contextual Attribute "
841,Tailoring Activity Recognition to Provide Cues that Trigger Autobiographical Memory of Elderly People,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_63,Lorena ArcegaJaime FontCarlos Cetina,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_63,Chapter,"RFID ,Activity recognition ,Age-related memory impairment "
842,Monitoring Physical Activities Using Smartphones,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_64,Pablo RomoSergio F. OchoaNelson BaloianIgnacio CasasJosé Bravo,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_64,Chapter,"Monitoring of physical activities ,healthcare ,model lifestyle ,urban population "
843,Feasibility and Reliability of a Mobile Application for Assessing Unilateral Neglect,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_46,Hyun LeeHyeon-Gi LeeJiheon Hong,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_46,Chapter,"Unilateral neglect ,Mobile application ,Albert test ,Line bisection ,Star cancellation tasks "
844,Grid Connected Photovoltaic System Using Inverter,Advances in Parallel and Distributed Computing and Ubiquitous Services,,,,10.1007/978-981-10-0068-3_21,HyunJong KimMoon-Taek ChoKab-Soo Kim,2016,http://link.springer.com/chapter/10.1007/978-981-10-0068-3_21,Chapter,"Boost chopper ,PV ,PWM ,Inverter "
845,A Simple Fatigue Condition Detection Method by using Heart Rate Variability Analysis,Advances in Parallel and Distributed Computing and Ubiquitous Services,,,,10.1007/978-981-10-0068-3_27,U.-Seok ChoiKyoung-Ju KimSang-Seo LeeKyoung-Sup KimJuntae Kim,2016,http://link.springer.com/chapter/10.1007/978-981-10-0068-3_27,Chapter,"HRV ,PPG ,Fatigue ,Drowsiness analysis "
846,Inter-activity Behaviour Modelling Using Long Short-Term Memory Networks,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_41,Aitor AlmeidaGorka Azkune,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_41,Chapter,
847,Secure System Communication to Emergencies for Victims Management Through Identity Based Signcryption Scheme,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_10,Alexandra Rivero-GarcíaCandelaria Hernández-GoyaIván Santos-GonzálezPino Caballero-Gil,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_10,Chapter,"ID-Based Signcryption ,mHealth ,Android ,NFC "
848,Fair-Trust Evaluation Approach (F-TEA) for Cloud Environment,Security in Computing and Communications,,,,10.1007/978-3-662-44966-0_8,Kandaswamy GokulnathV. Rhymend Uthariaraj,2014,http://link.springer.com/chapter/10.1007/978-3-662-44966-0_8,Chapter,"Cloud Computing ,Virtual Machine ,Multiagent System ,Trust Evaluation ,Cloud Environment "
849,Performance Analysis and Modeling of Central Navigation Cloud,Internet of Vehicles. Technologies and Services for Smart Cities,,,,10.1007/978-3-319-72329-7_6,Zhiqiang LiYanheng LiuJian WangPeng Zhou,2017,http://link.springer.com/chapter/10.1007/978-3-319-72329-7_6,Chapter,"Central navigation cloud ,Vehicular networks ,Performance analysis "
850,Operational-Behavior Auditing in Cloud Storage,"Cloud Computing, Security, Privacy in New Computing Environments",,,,10.1007/978-3-319-69605-8_15,Zhaoyi ChenHui TianJing LuYiqiao CaiTian WangYonghong Chen,2018,http://link.springer.com/chapter/10.1007/978-3-319-69605-8_15,Chapter,"Cloud security auditing ,Operational-behaviors ,Secure logging ,Forensic analysis "
851,CloudIDEA: A Malware Defense Architecture for Cloud Data Centers,On the Move to Meaningful Internet Systems: OTM 2015 Conferences,,,,10.1007/978-3-319-26148-5_40,Andreas FischerThomas KittelBojan KolosnjajiTamas K. LengyelWaseem MandarawiHermann de MeerTilo MüllerMykola ProtsenkoHans P. ReiserBenjamin TaubmannEva Weishäupl,2015,http://link.springer.com/chapter/10.1007/978-3-319-26148-5_40,Chapter,"Cloud Computing ,Virtual Machine ,Intrusion Detection ,System Call ,Cloud Provider "
852,Constructing Virtual Private Supercomputer Using Virtualization and Cloud Technologies,Computational Science and Its Applications – ICCSA 2014,,,,10.1007/978-3-319-09153-2_26,Ivan GankevichVladimir KorkhovSerob BalyanVladimir GaiduchokDmitry GushchanskiyYuri TipikinAlexander DegtyarevAlexander Bogdanov,2014,http://link.springer.com/chapter/10.1007/978-3-319-09153-2_26,Chapter,"virtualization ,supercomputer ,virtual cluster ,cloud computing "
853,Solving Extended Ideal Membership Problems in Rings of Convergent Power Series via Gröbner Bases,Mathematical Aspects of Computer and Information Sciences,,,,10.1007/978-3-319-32859-1_22,Katsusuke NabeshimaShinichi Tajima,2016,http://link.springer.com/chapter/10.1007/978-3-319-32859-1_22,Chapter,"Gröbner bases ,Extended ideal membership problems ,Comprehensive Gröbner systems ,Parametric syzygy systems "
854,Reliable and Scalable Architecture for Internet of Things for Sensors Using Soft-Core Processor,"Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,,,10.1007/978-3-319-23126-6_33,U. V. RaneV. R. GadR. S. GadG. M. Naik,2015,http://link.springer.com/chapter/10.1007/978-3-319-23126-6_33,Chapter,"Internet of Things ,Architecture ,Scheduling ,Ethernet and LDPC "
855,Power Consumption Characterization of Synthetic Benchmarks in Multicores,High Performance Computing,,,,10.1007/978-3-319-73353-1_2,Jonathan MurañaSergio NesmachnowSantiago IturriagaAndrei Tchernykh,2018,http://link.springer.com/chapter/10.1007/978-3-319-73353-1_2,Chapter,"Green computing ,Energy efficiency ,Multicores ,Computing efficiency "
856,A Comprehensive Crowd-Sourcing Approach to Urban Flood Management,Ubiquitous Communications and Network Computing,,,,10.1007/978-3-319-73423-1_2,Ramesh GunthaSethuraman RaoMaik BenndorfThomas Haenselmann,2018,http://link.springer.com/chapter/10.1007/978-3-319-73423-1_2,Chapter,"Urban flood relief ,Crowd-sourcing ,Smartphone sensors ,Sensor fusion ,People movement detection ,Structural integrity detection "
857,The Simpler the Better: How the User-Inspired Innovation Process (UIIP) Improved the Development of RelaxedCare – the Entirely New Way of Communicating and Caring,"Design, User Experience, and Usability: Technological Contexts",,,,10.1007/978-3-319-40406-6_37,Martin MorandellSandra DittenbergerAndrea KoscherEmanuel SandnerMirsolav Sili,2016,http://link.springer.com/chapter/10.1007/978-3-319-40406-6_37,Chapter,"User inspired innovation process ,User centered design ,Ambient assisted living "
858,An Un-tethered Mobile Shopping Experience,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_32,Venkatraman RamakrishnaSaurabh SrivastavaJerome WhiteNitendra RajputKundan ShrivastavaSourav BhattacharyaYetesh Chaudhary,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_32,Chapter,"Mobile shopping ,Mobile payment ,Emerging market ,User study "
859,Evaluating the User Experience: A Study on Children’s Interaction with Socio-enactive Artifacts in a Hospital Context,"Design, User Experience, and Usability. Design Philosophy and Theory",,,,10.1007/978-3-030-23570-3_30,Camilla V. L. T. BrennandCelso A. R. L. BrennandVanessa R. M. L. MaikeJosé Vanderlei da SilvaM. Cecília C. Baranauskas,2019,http://link.springer.com/chapter/10.1007/978-3-030-23570-3_30,Chapter,"Evaluation user experience ,Socio-enactive systems ,Ubiquitous computing ,Pervasive computing "
860,Your Privacy Is in Your Hand: Interactive Visual Privacy Control with Tags and Gestures,Communication Systems and Networks,,,,10.1007/978-3-319-67235-9_3,Jiayu ShuRui ZhengPan Hui,2017,http://link.springer.com/chapter/10.1007/978-3-319-67235-9_3,Chapter,
861,Low-Cost Service to Predict and Manage Indoor Parking Spaces,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_22,Cándido Caballero-GilJezabel Molina-GilPino Caballero-Gil,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_22,Chapter,"Location-Based service ,Indoor parking ,Intelligent transport system ,Smartphone application ,Sensors ,Cellular automata "
