title,journal,year,keywords
Building a knowledge portal for communities based on personalized functionalities,Computers in Industry,2017,"Knowledge portal, Contextual information, Personalization aspects"
Tracking and Sensor Coverage of Spatio-temporal Quantities Using a Swarm of Artificial Foraging Agents,Journal of Bionic Engineering,2016,"bioinspired algorithm, artificial foraging swarm, spatio-temporal mapping, bacterium"
Personalized human comfort in indoor building environments under diverse conditioning modes,Building and Environment,2017,"Personalized thermal comfort, HVAC control, Human-building interaction, Natural ventilation"
Abstract Similarity Analysis,Electronic Notes in Theoretical Computer Science,2017,"Code similarity, abstract interpretation"
An empirical examination of consumer adoption of Internet of Things services: Network externalities and concern for information privacy perspectives,Computers in Human Behavior,2016,"Internet of Things, Network externality, Concern for information privacy, IT usage"
Planning support systems for smart cities,"City, Culture and Society",2018,"Big data, Smart cities, Planning support systems, Digital planning tools, Spatial decision support systems, Land-use transport integration"
Combining driving simulator and physiological sensor data in a latent variable model to incorporate the effect of stress in car-following behaviour,Analytic Methods in Accident Research,2019,"Skin-conductance, Heart rate, Blood volume pulse, Stress measurement"
Let nature decide its nature: On the design of collaborative hyperheuristics for decentralized ephemeral environments,Future Generation Computer Systems,2018,"Ephemeral computing, Metaheuristics, Hyperheuristics, Bio-inspired computation, Evolutionary computation, Genetic Algorithm"
"Playing with multiple wearable devices: Exploring the influence of display, motion and gender",Computers in Human Behavior,2015,"Wearable device, Smart watch, Smart bracelet, Multitasking, Uses and gratifications"
Spatiotemporal analysis and visualization of power consumption data integrated with building information models for energy savings,"Resources, Conservation and Recycling",2017,"Building information modeling, Spatiotemporal analysis, Net-zero energy building, Unity game engine, Energy savings"
Exploring a Context-based Network Access Control for Mobile Devices,Procedia Computer Science,2015,"Mobile Computing, Context-aware Computing, Analytic Hierarchy Process, Multi-criteria Decision Making, Agent System"
Expanding the horizons of digital social networks: Mixing big trace datasets with qualitative approaches,Information and Organization,2016,"Social networks, Qualitative research, Social network analysis, Trace data, Social media, Research challenges"
Becoming a network beyond boundaries: Brain-Machine Interfaces (BMIs) as the actor-networks after the internet of things,Technology in Society,2016,"Brain-Machine Interface, Actor-network, Neuroprosthetics, Internet of things, Nicolelis"
QDaS: Quality driven data summarisation for effective storage management in Internet of Things,Journal of Parallel and Distributed Computing,2019,"Quality of data, Storage management, Internet of Things (IoT), Cloud computing, Quality of service, Data summarisation"
Towards sustainable smart cities: An empirical comparative assessment and development pattern optimization in China,Journal of Cleaner Production,2019,"Sustainable smart city, Principal component analysis, BP neural network, Assessment processing model, Development pattern"
The impact of Internet of things implementation on firm performance,Telematics and Informatics,2018,"Business value of information technology, IoT implementation, Firm performance, Market value, Accounting-based measurement"
Exploring the future of enterprise architecture: A Zachman perspective,Computers in Industry,2016,"Enterprise architecture, Enterprise engineering, Enterprise information systems, Grand challenges"
Analytical and simulation models for collaborative localization,Journal of Computational Science,2015,"Analytical models, Agent based modeling, Pedestrian dead reckoning system, Automated localization, Interacting mobile computers, Knowledge fusion"
A decision support system for integrated container handling in a transshipment hub,Decision Support Systems,2018,"Model-driven decision support systems, Port operations, Integration, Blocking and locking, Queuing model, Simulation"
A novel group ownership transfer protocol for RFID systems,Ad Hoc Networks,2019,"Cloud computing, Group ownership transfer, Homomorphic encryption, Quadratic residue, RFID"
Provisioned Data Distribution for Intelligent Manufacturing via Fog Computing,Procedia Manufacturing,2019,"Fog Computing, MTConnect Industry 4.0, IIoT, Industrial Cyber-Physical Systems, Big Data, Digital Manufacturing, Data Distribution"
Exploring the capacity of social media data for modelling travel behaviour: Opportunities and challenges,Transportation Research Part C: Emerging Technologies,2017,"Travel diary survey, Social media, Travel demand modelling, Mobility behaviour"
"Robust, cost-effective and scalable localization in large indoor areas",Computer Networks,2017,"Indoor localization, Large indoor areas, RSS, Fingerprinting, Cost-effective"
Device Security Implementation Model based on Internet of Things for a Laboratory Environment,IFAC-PapersOnLine,2016,"Laboratory, IoT, Security, Automation"
Executing bigraphical reactive systems,Discrete Applied Mathematics,2019,"Bigraphical reactive systems, Bigraphs, Graphs, Matching"
Secure integration of IoT and Cloud Computing,Future Generation Computer Systems,2018,"Internet of Things, Cloud Computing, Mobile Cloud Computing, Security, Privacy"
Business performance prediction in location-based social commerce,Expert Systems with Applications,2019,"Social commerce, Location-based services, Site selection, Business performance prediction"
The AXIOM software layers,Microprocessors and Microsystems,2016,"Cyber-physical systems, Ompss, Cluster programming, FPGA Programming, Distributed shared memory, Smart home, Smart video-surveillance"
Spatio-Temporal Planning for Mobile Ambient Agents,Procedia Computer Science,2015,"Real-time mobile agents, spatio-temporal planning, location modeling, action duration"
A living lab as socio-technical ecosystem: Evaluating the Korean living lab of internet of things,Government Information Quarterly,2019,"Internet of things, User experience, Living lab approach, Socio-technical ecosystem"
A dynamic tradeoff data processing framework for delay-sensitive applications in Cloud of Things systems,Journal of Parallel and Distributed Computing,2018,"Internet of Things, Fog computing, Lyapunov optimization, Average response time"
Hypermedia navigation: Differences between spatial cognitive styles,Computers in Human Behavior,2017,"Spatial cognitive style, Web navigation, Human-computer interaction, Environmental navigation"
Biometric data sharing in the wild: Investigating the effects on online sports spectators,International Journal of Human-Computer Studies,2017,"Heart rate, Interface design, Crowdsourcing, Human behavior, Research in the wild, Sport, Spectators, Crowd behavior"
Cost-effective and Lightweight Mobile Units for MixAR: A Comparative Trial among Different Setups,Procedia Computer Science,2015,"Augmented Reality, Mixed Reality, Archeological visitations, Augmented Reality mobile units, mobile devices, MixAR ;"
A novel big data analytics framework for smart cities,Future Generation Computer Systems,2019,"Analytics framework, Apache Hadoop, Apache spark, Big data, Smart cities"
The Cooperation of Heterogeneous Mobile Robots in Manufacturing Environments using a Robotic Middleware Platform,IFAC-PapersOnLine,2016,"Cooperation, heterogeneous robots, manufacturing, bottlenecks, middleware, Player"
