Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Enhancing cultural recommendations through social and linked open data","User Modeling and User-Adapted Interaction","","29","1","10.1007/s11257-019-09225-8","Giuseppe SansonettiFabio GasparettiAlessandro MicarelliFederica CenaCristina Gena","2019","http://link.springer.com/article/10.1007/s11257-019-09225-8","Article"
"Contextual Evaluation of Digital Media Through Experience-Focused Participatory Bodystorming in a Full-Scale Spatial Prototype","HCI International 2019 - Posters","","","","10.1007/978-3-030-23522-2_5","Yihyun LimFederico Casalegno","2019","http://link.springer.com/chapter/10.1007/978-3-030-23522-2_5","Chapter"
"A Literature Review of Mobile Payments in Sub-Saharan Africa","ICT Unbounded, Social Impact of Bright ICT Adoption","","","","10.1007/978-3-030-20671-0_9","Richard BoatengMaame Yaa Prempeh Sarpong","2019","http://link.springer.com/chapter/10.1007/978-3-030-20671-0_9","Chapter"
"Intrusion Detection – Systeme für vernetzte Fahrzeuge – Konzepte und Herausforderungen für Privatheit und Cyber-Sicherheit","Grundrechtsschutz im Smart Car","","","","10.1007/978-3-658-26945-6_18","Hervais SimoMichael WaidnerChristian Geminn","2019","http://link.springer.com/chapter/10.1007/978-3-658-26945-6_18","Chapter"
"Mobile App Stores from the User’s Perspective","ICT Unbounded, Social Impact of Bright ICT Adoption","","","","10.1007/978-3-030-20671-0_3","Abdullah M. BaabdullahAli Abdallah AlalwanNripendra P. RanaAta Al ShraahHatice KizginPushp P. Patil","2019","http://link.springer.com/chapter/10.1007/978-3-030-20671-0_3","Chapter"
"Discovery of optimal multicast routes in MANETs using cross-layer approach and fuzzy logic support system","Cluster Computing","","22","5","10.1007/s10586-017-1406-2","S. SivakumarT. ChellatamilanR. Sathiyaseelan","2019","http://link.springer.com/article/10.1007/s10586-017-1406-2","Article"
"A Survey of Controller Designs for New Generation UAVs: The Challenge of Uncertain Aerodynamic Parameters","International Journal of Control, Automation and Systems","","","","10.1007/s12555-018-0489-8","Michail G. MichailidisMatthew J. RutherfordKimon P. Valavanis","2019","http://link.springer.com/article/10.1007/s12555-018-0489-8","Article"
"Score level based latent fingerprint enhancement and matching using SIFT feature","Multimedia Tools and Applications","","78","3","10.1007/s11042-018-5633-1","Adhiyaman ManickamEzhilmaran DevarasanGunasekaran ManogaranMalarvizhi Kumar PriyanR. VaratharajanChing-Hsien HsuRaja Krishnamoorthi","2019","http://link.springer.com/article/10.1007/s11042-018-5633-1","Article"
"A Telemedicine Application for Remote Diagnosis and Assessment of Mood Disorders","Broadband Communications, Networks, and Systems","","","","10.1007/978-3-030-05195-2_12","Georgia KonstantopoulouTheodor PanagiotakopoulosGeorge J. MandellosKonstantinos AsimakopoulosDimitrios K. Lymberopoulos","2019","http://link.springer.com/chapter/10.1007/978-3-030-05195-2_12","Chapter"
"ProMaaS - Mobility as a Service for Professionals","Data Analytics: Paving the Way to Sustainable Urban Mobility","","","","10.1007/978-3-030-02305-8_36","Christophe FeltusAdnan ImeriSébastien FayeGérald ArnouldDjamel Khadraoui","2019","http://link.springer.com/chapter/10.1007/978-3-030-02305-8_36","Chapter"
"When Makerspaces Meet School: Negotiating Tensions Between Instruction and Construction","Journal of Science Education and Technology","","28","2","10.1007/s10956-018-9749-x","Michael Tan","2019","http://link.springer.com/article/10.1007/s10956-018-9749-x","Article"
"Structural equation modeling and confirmatory factor analysis of social media use and education","International Journal of Educational Technology in Higher Education","","16","1","10.1186/s41239-019-0157-y","Shugufta AbrahimBilal Ahmed MirHayato SuharaFatin Amirah MohamedMasahiro Sato","2019","http://link.springer.com/article/10.1186/s41239-019-0157-y","Article"
"Intelligent Human Counting through Environmental Sensing in Closed Indoor Settings","Mobile Networks and Applications","","","","10.1007/s11036-019-01311-w","Uday KamalShamir AhmedTarik Reza TohaNafisa IslamA. B. M. Alim Al Islam","2019","http://link.springer.com/article/10.1007/s11036-019-01311-w","Article"
"Blockchain in Decentralized Local Energy Markets","Enterprise Interoperability VIII","","","","10.1007/978-3-030-13693-2_20","Andy HermannTobias TeichStephan KasselDaniel KretzTim NeumannSven LeonhardtSebastian Junghans","2019","http://link.springer.com/chapter/10.1007/978-3-030-13693-2_20","Chapter"
"Place Dynamics for Innovation","Geographies of Disruption","","","","10.1007/978-3-030-03207-4_3","Tan YigitcanlarTommi Inkinen","2019","http://link.springer.com/chapter/10.1007/978-3-030-03207-4_3","Chapter"
"Between Scylla and Charybdis: Losing balance in an age of extremes","Psychoanalysis, Culture & Society","","24","3","10.1057/s41282-019-00132-w","Lita Crociani-Windland","2019","http://link.springer.com/article/10.1057/s41282-019-00132-w","Article"
"Map matching based on Cell-ID localization for mobile phone users","Cluster Computing","","22","3","10.1007/s10586-018-1950-4","Feng LinMingqi LvTing WangTieming Chen","2019","http://link.springer.com/article/10.1007/s10586-018-1950-4","Article"
"Development of Big Data Predictive Analytics Model for Disease Prediction using Machine learning Technique","Journal of Medical Systems","","43","8","10.1007/s10916-019-1398-y","R. VenkateshC. BalasubramanianM. Kaliappan","2019","http://link.springer.com/article/10.1007/s10916-019-1398-y","Article"
"An Adaptive Data Center Manager for Data-Oriented Information Centric Networking","Wireless Personal Communications","","107","2","10.1007/s11277-019-06327-9","Yi-Wei MaJiann-Liang ChenYi-Lin Xie","2019","http://link.springer.com/article/10.1007/s11277-019-06327-9","Article"
"Emergent Privacy Norms for Collaborative Systems","PRIMA 2019:  Principles and Practice of Multi-Agent Systems","","","","10.1007/978-3-030-33792-6_36","Onuralp UlusoyPınar Yolum","2019","http://link.springer.com/chapter/10.1007/978-3-030-33792-6_36","Chapter"
"Trends and Changes in the Field of HCI the Last Decade from the Perspective of HCII Conference","Human-Computer Interaction. Perspectives on Design","","","","10.1007/978-3-030-22646-6_3","André Calero ValdezMartina Ziefle","2019","http://link.springer.com/chapter/10.1007/978-3-030-22646-6_3","Chapter"
"Effective Crowd Anomaly Detection Through Spatio-temporal Texture Analysis","International Journal of Automation and Computing","","16","1","10.1007/s11633-018-1141-z","Yu HaoZhi-Jie XuYing LiuJing WangJiu-Lun Fan","2019","http://link.springer.com/article/10.1007/s11633-018-1141-z","Article"
"Can Machines Read our Minds?","Minds and Machines","","29","3","10.1007/s11023-019-09497-4","Christopher BurrNello Cristianini","2019","http://link.springer.com/article/10.1007/s11023-019-09497-4","Article"
"A multi-site study on walkability, data sharing and privacy perception using mobile sensing data gathered from the mk-sense platform","Journal of Ambient Intelligence and Humanized Computing","","10","6","10.1007/s12652-017-0642-x","N. HernándezB. ArnrichJ. FavelaC. ErsoyB. DemirayJ. Fontecha","2019","http://link.springer.com/article/10.1007/s12652-017-0642-x","Article"
"Fingerprint-Based Support Vector Machine for Indoor Positioning System","Smart Innovations in Communication and Computational Sciences","","","","10.1007/978-981-10-8971-8_26","A. Christy Jeba MalarGovardhan Kousalya","2019","http://link.springer.com/chapter/10.1007/978-981-10-8971-8_26","Chapter"
"QDVGDD: Query-Driven Virtual Grid based Data Dissemination for wireless sensor networks using single mobile sink","Wireless Networks","","25","1","10.1007/s11276-017-1552-8","Abdul Waheed KhanJaved Iqbal BangashAdnan AhmedAbdul Hanan Abdullah","2019","http://link.springer.com/article/10.1007/s11276-017-1552-8","Article"
"ICT Laws, Uncertainty Avoidance, and ICT Diffusion: Insights from Cross-Country Data","ICT Unbounded, Social Impact of Bright ICT Adoption","","","","10.1007/978-3-030-20671-0_6","Anupriya KhanSatish Krishnan","2019","http://link.springer.com/chapter/10.1007/978-3-030-20671-0_6","Chapter"
"On the Web Platform Cornucopia","Web Engineering","","","","10.1007/978-3-030-19274-7_25","Tommi MikkonenCesare PautassoKari SystäAntero Taivalsaari","2019","http://link.springer.com/chapter/10.1007/978-3-030-19274-7_25","Chapter"
"Energy efficient multi-connectivity algorithms for ultra-dense 5G networks","Wireless Networks","","","","10.1007/s11276-019-02056-w","Valentin PoirotMårten EricsonMats NordbergKarl Andersson","2019","http://link.springer.com/article/10.1007/s11276-019-02056-w","Article"
"An efficient pricing strategy of sensing tasks for crowdphotographing","The Journal of Supercomputing","","75","8","10.1007/s11227-019-02808-7","Fei HaoHuijuan GuoDoo-Soon ParkJungho Kang","2019","http://link.springer.com/article/10.1007/s11227-019-02808-7","Article"
"Implications of Data Density and Length of Collection Period for Population Estimations Using Social Media Data","Geographical Information Systems Theory, Applications and Management","","","","10.1007/978-3-030-06010-7_4","Samuel Lee Toepke","2019","http://link.springer.com/chapter/10.1007/978-3-030-06010-7_4","Chapter"
"Tailored feedforward artificial neural network based link prediction","International Journal of Information Technology","","","","10.1007/s41870-019-00362-2","SandhyaUdayan GhoseUpasana Bisht","2019","http://link.springer.com/article/10.1007/s41870-019-00362-2","Article"
"Evaluation for Two Bloom Filters’ Configuration","Parallel and Distributed Computing, Applications and Technologies","","","","10.1007/978-981-13-5907-1_6","Chenxi LuoZhu WangTiejian Luo","2019","http://link.springer.com/chapter/10.1007/978-981-13-5907-1_6","Chapter"
"Model-based testing of software for automation systems using heuristics and coverage criterion","Software & Systems Modeling","","18","2","10.1007/s10270-018-0690-5","Rodrigo José Sarmento PeixotoLeandro Dias da SilvaAngelo Perkusich","2019","http://link.springer.com/article/10.1007/s10270-018-0690-5","Article"
"Implementation of Rehabilitation Assistant System Based on Movement and Muscle Activity Information","Information Science and Applications 2018","","","","10.1007/978-981-13-1056-0_4","Ji-Yun SeoYun-Hong NohDo-Un Jeong","2019","http://link.springer.com/chapter/10.1007/978-981-13-1056-0_4","Chapter"
"Architectural QoS pattern to guarantee the expected quality of services at runtime for context-aware adaptation application","SN Applied Sciences","","1","5","10.1007/s42452-019-0415-6","Konan-Marcelin KouameHamid Mcheick","2019","http://link.springer.com/article/10.1007/s42452-019-0415-6","Article"
"An Analysis of ProjectEdu: A Mobile Learning Application for Software Project Management Education","Learning and Collaboration Technologies. Ubiquitous and Virtual Environments for Learning and Collaboration","","","","10.1007/978-3-030-21817-1_4","Maria Lydia FioravantiRaul Donaire Gonçalves OliveiraGustavo Martins Nunes AvellarCamila Dias de OliveiraEllen Francine Barbosa","2019","http://link.springer.com/chapter/10.1007/978-3-030-21817-1_4","Chapter"
"Mixed Metaphors: Between the Head and the Heart of the City","Public Libraries in the Smart City","","","","10.1007/978-981-13-2805-3_3","Dale LeorkeDanielle Wyatt","2019","http://link.springer.com/chapter/10.1007/978-981-13-2805-3_3","Chapter"
"Asynchronous side information attack from the edge: an approach to identify participants from anonymous mobility traces","CCF Transactions on Networking","","2","1","10.1007/s42045-018-0001-2","Hongji ZhangWenzhong LiSanglu Lu","2019","http://link.springer.com/article/10.1007/s42045-018-0001-2","Article"
"An Aggregate MapReduce Data Block Placement Strategy for Wireless IoT Edge Nodes in Smart Grid","Wireless Personal Communications","","106","4","10.1007/s11277-018-5936-6","Nawab Muhammad Faseeh QureshiIsma Farah SiddiquiMukhtiar Ali UnarMuhammad Aslam UqailiChoon Sung NamDong Ryeol ShinJaehyoun KimAli Kashif BashirAsad Abbas","2019","http://link.springer.com/article/10.1007/s11277-018-5936-6","Article"
"Weight distribution and community reconstitution based on communities communications in social opportunistic networks","Peer-to-Peer Networking and Applications","","12","1","10.1007/s12083-018-0649-x","Jia WuZhigang ChenMing Zhao","2019","http://link.springer.com/article/10.1007/s12083-018-0649-x","Article"
"A survey of local differential privacy for securing internet of vehicles","The Journal of Supercomputing","","","","10.1007/s11227-019-03104-0","Ping ZhaoGuanglin ZhangShaohua WanGaoyang LiuTariq Umer","2019","http://link.springer.com/article/10.1007/s11227-019-03104-0","Article"
"Hybrid Distributed Computing System Based on Canvas and Dynamo","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-030-27192-3_22","Sebastien MambouOndrej KrejcarAli SelamatKamil Kuca","2019","http://link.springer.com/chapter/10.1007/978-3-030-27192-3_22","Chapter"
"A Dynamic Inertial Weight Strategy in Micro PSO for Swarm Robots","Wireless Personal Communications","","","","10.1007/s11277-019-06743-x","Mugdha BakhaleV. HemalathaSamiappan DhanalakshmiR. KumarM. Siddharth Jain","2019","http://link.springer.com/article/10.1007/s11277-019-06743-x","Article"
"Grundrechtsverwirklichung im vernetzten und automatisierten Straßenverkehr","Grundrechtsschutz im Smart Car","","","","10.1007/978-3-658-26945-6_2","Alexander Roßnagel","2019","http://link.springer.com/chapter/10.1007/978-3-658-26945-6_2","Chapter"
"Review of Existing Research Contribution Toward Dimensional Reduction Methods in High-Dimensional Data","International Conference on Computer Networks and Communication Technologies","","","","10.1007/978-981-10-8681-6_37","P. R. AmbikaA. Bharathi Malakreddy","2019","http://link.springer.com/chapter/10.1007/978-981-10-8681-6_37","Chapter"
"A Similarity Function for Feature Pattern Clustering and High Dimensional Text Document Classification","Foundations of Science","","","","10.1007/s10699-019-09592-w","Vinay Kumar KotteSrinivasan RajaveluElijah Blessing Rajsingh","2019","http://link.springer.com/article/10.1007/s10699-019-09592-w","Article"
"Enhanced Geographic Routing with Two-Hop Neighborhood Information in Sparse MANETs","Wireless Personal Communications","","107","1","10.1007/s11277-019-06283-4","Chih-Lin HuChuluuntulga Sosorburam","2019","http://link.springer.com/article/10.1007/s11277-019-06283-4","Article"
