Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Recognition by Enhanced Bag of Words Model via Topographic ICA","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_83","Min JingHui WangKathy ClawsonSonya ColemanShuwei ChenJun LiuBryan Scotney","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_83","Chapter"
"Impact of Medical History on Technology Adoption in Utah Population Database","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_12","Priyanka ChaurasiaSally I. McCleanChris D. NugentIan ClelandShuai ZhangMark P. DonnellyBryan W. ScotneyChelsea SandersKen SmithMaria C. NortonJoAnn Tschanz","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_12","Chapter"
"Applying Computer Simulation Modelling to Minimizing Appointment Lead-Time in Elderly Outpatient Clinics: A Case Study","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_34","Miguel Ortíz-BarriosPedro López-MezaGenett Jimenez-Delgado","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_34","Chapter"
"Toolkits for Smarter Cities: A Brief Assessment","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_47","Auriol DegbeloDevanjan BhattacharyaCarlos GranellSergio Trilles","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_47","Chapter"
"Machine Learning for Prediction of Frost Episodes in the Maule Region of Chile","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_69","Patricia Möller-AcuñaRoberto Ahumada-GarcíaJosé Antonio Reyes-Suárez","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_69","Chapter"
"A Study on the Development of Real-Time Analysis Monitoring System and Its Application of Medical Ins","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_59","Mi-Jin KimJong-Wook JangYun-Sik Yu","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_59","Chapter"
"Development a Mobile System Based on the Harris-Benedict Equation to Indicate the Caloric Intake","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_25","Vladimir VillarrealManuel Otero","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_25","Chapter"
"Development of a Product Configuration System for Cloud Manufacturing","Advances in Production Management Systems: Innovative Production Management Towards Sustainable Growth","","","","10.1007/978-3-319-22759-7_51","Shiqiang YuXun Xu","2015","http://link.springer.com/chapter/10.1007/978-3-319-22759-7_51","Chapter"
"HiL Test Based Fault Localization Method Using Memory Update Frequency","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_108","Ki-Yong ChoiJooyoung SeoSeung Yeun JangJung-Won Lee","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_108","Chapter"
"A Social Robot in a Tourist Environment","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_5","Diego NietoAlexis Quesada-ArencibiaCarmelo R. GarcíaRoberto Moreno-Díaz","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_5","Chapter"
"EduBay: A Mobile-Based, Location-Aware Content Sharing Platform","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_49","Amit M. MohanPrasenjit DeyNitendra Rajput","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_49","Chapter"
"Group ID Issuing Model Using Temporal Explicit Movement in Social Life Logging","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_26","Young Ho JoJung Nyun LeeHea Jin KimJin Cheol WooYu Jin LeeMin Cheol Whang","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_26","Chapter"
"A Highly Accurate Method for Managing Missing Reads in RFID Enabled Asset Tracking","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_53","Rengamathi SankarkumarDamith RanasingheThuraiappah Sathyan","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_53","Chapter"
"Experimental Verification of Gender Differences in Facial Movement According to Emotion","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_30","Yoonkyoung KimEui Chul Lee","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_30","Chapter"
"MyMic – Mobile Application as a Replacement of Wireless Microphones Using UDP Over WiFi","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_53","Kholoud ElbatshTarek Eslim","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_53","Chapter"
"Semantics Based Intelligent Search in Large Digital Repositories Using Hadoop MapReduce","Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services","","","","10.1007/978-3-319-13102-3_48","Muhammad IdrisShujaat HussainTaqdir AliByeong Ho KangSungyoung Lee","2014","http://link.springer.com/chapter/10.1007/978-3-319-13102-3_48","Chapter"
"Types in Their Prime: Sub-typing of Data in Resource Constrained Environments","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_20","Klaas ThoelenDavy PreuveneersSam MichielsWouter JoosenDanny Hughes","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_20","Chapter"
"Intentions to Use Smart Textiles in AAL Home Environments: Comparing Younger and Older Adults","Human Aspects of IT for the Aged Population. Design for Aging","","","","10.1007/978-3-319-39943-0_26","Martina ZieflePhilipp BraunerJulia van Heek","2016","http://link.springer.com/chapter/10.1007/978-3-319-39943-0_26","Chapter"
"ZigBee Home Automation Localization System","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_16","Hector RilloÁlvaro MarcoRubén BlascoRoberto Casas","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_16","Chapter"
"A Support System for Cardiopulmonary Resuscitation Technique Using Wearable Devices","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_38","Daniel Ruiz-FernándezDiego Marcos-JorqueraAlberto de Ramón-FernándezVíctor Vives-BoixVirgilio Gilart-IglesiasAntonio Soriano-Payá","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_38","Chapter"
"Enhancing PIN Input for Preventing Eavesdropping in BLE Legacy Pairing","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_114","Jun Kwon JungTai Myong Chung","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_114","Chapter"
"Effective Similarity Measurement for Key-Point Matching in Images","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_32","Sungmin LeeSeung-Won JungChee Sun Won","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_32","Chapter"
"Cooperative Decision-Making ITS Architecture Based on Distributed RSUs","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_8","Asier MorenoEnrique OnievaAsier PerallosGiovanni IovinoPablo Fernández","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_8","Chapter"
"An Emotional Expression Monitoring Tool for Facial Videos","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_77","Indrani MandalTerry FergusonGabriel De PaceKunal Mankodiya","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_77","Chapter"
"4th Workshop on Context-Awareness in Retrieval and Recommendation","Advances in Information Retrieval","","","","10.1007/978-3-319-06028-6_100","Alan SaidErnesto William De LucaDaniele QuerciaMatthias Böhmer","2014","http://link.springer.com/chapter/10.1007/978-3-319-06028-6_100","Chapter"
"Sketching Stereoscopic GUIs with HTML5 Canvas","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_27","Diego González-ZúñigaToni GranollersJordi Carrabina","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_27","Chapter"
"Employing UNICEF Open Source Software Tools in mHealth Projects in Nicaragua","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_29","Pritpal Singh","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_29","Chapter"
"LIDAR Simulation Method for Low-Cost Repetitive Validation","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_34","Seongjo LeeDahyeon KangSeoungjae ChoSungdae SimYong Woon ParkKyhyun UmKyungeun Cho","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_34","Chapter"
"Neighbourhood-Pair Attack in Social Network Data Publishing","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_61","Mohd Izuan Hafez NinggalJemal H. Abawajy","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_61","Chapter"
"Video Game-Based Early and Quick Safety and Stability Assessment of Critical Physical Infrastructure Affected by Disasters","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_57","Roberto G. AldunateOscar HidalgoCesar NavarroAlfredo Valenzuela","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_57","Chapter"
"Methodology for Analyzing the Travel Time Variability in Public Road Transport","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_5","Teresa CristóbalGabino PadrónAlexis Quesada-ArencibiaFrancisco AlayónCarmelo R. García","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_5","Chapter"
"Lightweight Multivariate Sensing in WSNs","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_24","João Marco C. SilvaPaulo CarvalhoKalil Araujo BispoSolange Rito Lima","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_24","Chapter"
"Design of Exploitable Automatic Verification System for Secure Open Source Software","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_40","Bumryong KimJun-ho SongJae-Pyo ParkMoon-seog Jun","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_40","Chapter"
"Financial Security Protocol and Service Model for Joint Account Banking Transaction","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_75","JungJin AhnEunmi Choi","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_75","Chapter"
"Designing an End-User Augmented Reality Editor for Cultural Practitioners","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_37","Marco RomanoIgnacio AedoPaloma Díaz","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_37","Chapter"
"Sign Language Recognition Model Combining Non-manual Markers and Handshapes","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48746-5_41","Luis QuesadaGabriela MarínLuis A. Guerrero","2016","http://link.springer.com/chapter/10.1007/978-3-319-48746-5_41","Chapter"
"Physical Processes Control in Industry 4.0-Based Systems: A Focus on Cyber-Physical Systems","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-48799-1_30","Borja BordelDiego Sánchez de RiveraÁlvaro Sánchez-PicotTomás Robles","2016","http://link.springer.com/chapter/10.1007/978-3-319-48799-1_30","Chapter"
"Towards a Privacy Risk Assessment Methodology for Location-Based Systems","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_65","Jesús FriginalJérémie GuiochetMarc-Olivier Killijian","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_65","Chapter"
"AgeCI: HCI and Age Diversity","Universal Access in Human-Computer Interaction. Aging and Assistive Environments","","","","10.1007/978-3-319-07446-7_18","Samuel SilvaDaniela BragaAntónio Teixeira","2014","http://link.springer.com/chapter/10.1007/978-3-319-07446-7_18","Chapter"
"Middleware – Software Support in Items Identification by Using the UHF RFID Technology","Mobile and Ubiquitous Systems: Computing, Networking, and Services","","","","10.1007/978-3-319-11569-6_28","Peter KolarovszkiJuraj Vaculík","2014","http://link.springer.com/chapter/10.1007/978-3-319-11569-6_28","Chapter"
"Evaluating the Global Public Inclusive Infrastructure: Cloud4all Evaluation Framework","Universal Access in Human-Computer Interaction. Design for All and Accessibility Practice","","","","10.1007/978-3-319-07509-9_34","Eleni ChalkiaJuan Bautista Montalva ColomerSilvia de los Rios PerezIvan Carmona Rojo","2014","http://link.springer.com/chapter/10.1007/978-3-319-07509-9_34","Chapter"
"Computational Fluid Dynamics Analysis of the Air Damping for an Electromechanical Converter","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_126","Gong ZhangJimin LiangChaomeng JiangZhipeng ZhouXianshuai ChenLanying Yu","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_126","Chapter"
"An Enactive Perspective on Emotion: A Case Study on Monitoring Brainwaves","Augmented Cognition","","","","10.1007/978-3-030-22419-6_30","Vanessa Regina Margareth Lima MaikeM. Cecília C. Baranauskas","2019","http://link.springer.com/chapter/10.1007/978-3-030-22419-6_30","Chapter"
"An Estimation Filtering for Packet Loss Probability Using Finite Memory Structure Strategy","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_44","Pyung Soo KimEung Hyuk LeeMun Suck Jang","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_44","Chapter"
"An Integrated Framework for Enabling End-User Configuration of AmI Simulations for Open Wide Locations","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_39","Ramón AlcarriaEmilio SerranoJorge Gómez SanzAlberto Fernández","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_39","Chapter"
"Opinion of the Patients About an Internet-Based Psychological Treatment Protocol","Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information","","","","10.1007/978-3-319-26401-1_43","Alberto González-RoblesAdriana MiraAmanda DíazAzucena García-PalaciosAntonio RieraRosa BañosCristina Botella","2015","http://link.springer.com/chapter/10.1007/978-3-319-26401-1_43","Chapter"
"FLIHSBC: Fuzzy Logic and Improved Harmony Search Based Clustering Algorithm for Wireless Sensor Networks to Prolong the Network Lifetime","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_56","Deepika AgrawalSudhakar Pandey","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_56","Chapter"
"A Semantic Approach to Enrich User Experience in Museums Through Indoor Positioning","Ubiquitous Computing and Ambient Intelligence","","","","10.1007/978-3-319-67585-5_60","Jaime Duque DomingoCarlos CerradaEnrique ValeroJ. A. Cerrada","2017","http://link.springer.com/chapter/10.1007/978-3-319-67585-5_60","Chapter"
"Interactive Activity Recognition Using Articulated-Pose Features on Spatio-Temporal Relation","Advances in Computer Science and Ubiquitous Computing","","","","10.1007/978-981-10-0281-6_50","Thien Huynh-TheDinh-Mao BuiSungyoung LeeYongik Yoon","2015","http://link.springer.com/chapter/10.1007/978-981-10-0281-6_50","Chapter"
